,거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부,도로명지상지하코드
3,"14,748",,2014,2015,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,2,13,46860-26,65.0039,,863,46860,5,,,0
4,"14,748",,2014,2015,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,2,27,46860-26,65.0039,,863,46860,13,,,0
0,"14,748",,2014,2015,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,3,2,46860-26,65.0039,,863,46860,8,,,0
1,"4,200",,1991,2015,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,3,17,46860-1,71.54,,306,46860,8,,,
2,"7,500",,2002,2015,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,3,25,46860-4,51.95,,855,46860,1,,,
3,"15,800",,2006,2015,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,3,25,46860-16,83.4114,,305,46860,9,,,0
0,"8,000",,2002,2015,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,4,2,46860-4,51.49,,855,46860,7,,,
1,"9,300",,2002,2015,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,4,2,46860-4,59.64,,855,46860,2,,,
2,"7,600",,2002,2015,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,4,6,46860-4,51.49,,855,46860,12,,,
3,"7,400",,1991,2015,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,4,8,46860-1,63.62,,306,46860,4,,,
4,"12,500",,2006,2015,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,4,13,46860-16,70.7832,,305,46860,3,,,0
0,"15,800",,2006,2015,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,5,6,46860-16,83.4114,,305,46860,12,,,0
1,"7,200",,2002,2015,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,5,8,46860-4,51.49,,855,46860,4,,,
2,"14,786",,2012,2015,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,5,15,46860-22,84.9561,,862,46860,1,,,0
3,"14,988",,2014,2015,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,5,26,46860-26,68.3386,,863,46860,6,,,0
0,"16,000",,2006,2015,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,6,29,46860-16,83.4114,,305,46860,14,,,0
1,"14,500",,2015,2015,해삼로,00306,00000,46860,01,3297021,해보면 용산리,0936,0012,46860,37023,1,문장리버빌,6,10,46860-28,79.15,,936-12,46860,2,,,0
0,"14,748",,2014,2015,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,7,23,46860-26,65.0039,,863,46860,2,,,0
1,"14,748",,2014,2015,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,7,28,46860-26,65.0039,,863,46860,6,,,0
2,"14,748",,2014,2015,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,7,28,46860-26,65.0039,,863,46860,7,,,0
3,"8,050",,2002,2015,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,7,30,46860-4,51.95,,855,46860,6,,,
4,"14,900",,2015,2015,해삼로,00306,00000,46860,01,3297021,해보면 용산리,0936,0012,46860,37023,1,문장리버빌,7,6,46860-28,79.15,,936-12,46860,2,,,0
0,"14,748",,2014,2015,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,8,4,46860-26,65.0039,,863,46860,2,,,0
1,"14,988",,2014,2015,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,8,7,46860-26,68.3386,,863,46860,13,,,0
2,"8,100",,2002,2015,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,8,24,46860-4,51.95,,855,46860,2,,,
3,"14,748",,2014,2015,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,8,28,46860-26,65.0039,,863,46860,5,,,0
4,"16,900",,2015,2015,해삼로,00306,00000,46860,01,3297021,해보면 용산리,0936,0012,46860,37023,1,문장리버빌,8,19,46860-28,79.15,,936-12,46860,2,,,0
0,"14,988",,2014,2015,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,9,14,46860-26,68.3386,,863,46860,8,,,0
0,"15,800",,2006,2015,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,10,15,46860-16,83.4114,,305,46860,13,,,0
1,"13,000",,2006,2015,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,10,16,46860-16,70.7832,,305,46860,5,,,0
2,"14,988",,2014,2015,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,10,26,46860-26,68.3386,,863,46860,9,,,0
3,"14,000",,2015,2015,해삼로,00306,00000,46860,01,3297021,해보면 용산리,0936,0012,46860,37023,1,문장리버빌,10,1,46860-28,79.15,,936-12,46860,1,,,0
0,"14,748",,2014,2015,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,11,3,46860-26,65.0039,,863,46860,9,,,0
1,"14,748",,2014,2015,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,11,10,46860-26,65.0039,,863,46860,14,,,0
2,"7,500",,2002,2015,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,11,18,46860-4,59.64,,855,46860,6,,,
0,"8,050",,2002,2015,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,12,1,46860-4,51.95,,855,46860,5,,,
1,"14,988",,2014,2015,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,12,8,46860-26,68.3386,,863,46860,14,,,0
2,"15,335",,2014,2015,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,12,14,46860-26,70.1879,,863,46860,6,,,0
3,"12,500",,2014,2015,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,12,23,46860-26,65.0039,,863,46860,9,,,0
4,"5,000",,1991,2015,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,12,30,46860-1,84.5,,306,46860,10,,,
5,"8,100",,2002,2015,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,12,31,46860-4,51.95,,855,46860,4,,,
0,"14,988",,2014,2016,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,1,14,46860-26,68.3386,,863,46860,11,,,0
0,"8,000",,2002,2016,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,2,19,46860-4,51.49,,855,46860,2,,,
1,"8,500",,2002,2016,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,2,24,46860-4,51.95,,855,46860,9,,,
2,"14,500",,2006,2016,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,2,25,46860-16,83.4114,,305,46860,12,,,0
0,"15,500",,2012,2016,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,3,2,46860-22,84.9561,,862,46860,5,,,0
1,"17,200",,2012,2016,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,3,11,46860-22,84.9561,,862,46860,8,,,0
2,"6,600",,1991,2016,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,3,22,46860-1,71.54,,306,46860,9,,,
3,"7,500",,1991,2016,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,3,24,46860-1,84.5,,306,46860,11,,,
4,"8,500",,2002,2016,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,3,26,46860-4,51.95,,855,46860,8,,,
5,"12,500",,2006,2016,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,3,31,46860-16,70.7832,,305,46860,1,,,0
0,"14,988",,2014,2016,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,4,16,46860-26,68.3386,,863,46860,10,,,0
0,"16,000",,2012,2016,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,5,2,46860-22,84.9561,,862,46860,7,,,0
1,"16,300",,2006,2016,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,5,17,46860-16,83.4114,,305,46860,4,,,0
0,"14,988",,2014,2016,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,6,15,46860-26,68.3386,,863,46860,10,,,0
1,"8,000",,1991,2016,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,6,16,46860-1,84.5,,306,46860,8,,,
2,"8,700",,2002,2016,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,6,16,46860-4,51.95,,855,46860,2,,,
3,"10,500",,2006,2016,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,6,16,46860-16,70.7832,,305,46860,9,,,0
0,"15,000",,2006,2016,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,7,1,46860-16,83.4114,,305,46860,1,,,0
1,"13,000",,2006,2016,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,7,11,46860-16,70.7832,,305,46860,11,,,0
2,"8,700",,2002,2016,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,7,13,46860-4,51.95,,855,46860,11,,,
3,"10,000",,2002,2016,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,7,13,46860-4,59.64,,855,46860,14,,,
4,"9,400",,2002,2016,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,7,25,46860-4,59.64,,855,46860,15,,,
0,"14,988",,2014,2016,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,8,3,46860-26,68.3386,,863,46860,15,,,0
1,"14,000",,2015,2016,해삼로,00306,00000,46860,01,3297021,해보면 용산리,0936,0012,46860,37023,1,문장리버빌,8,16,46860-28,79.15,,936-12,46860,4,,,0
2,"15,400",,2015,2016,해삼로,00306,00000,46860,01,3297021,해보면 용산리,0936,0012,46860,37023,1,문장리버빌,8,17,46860-28,79.15,,936-12,46860,6,,,0
0,"14,000",,2015,2016,해삼로,00306,00000,46860,01,3297021,해보면 용산리,0936,0012,46860,37023,1,문장리버빌,9,20,46860-28,79.15,,936-12,46860,4,,,0
1,"13,500",,2015,2016,해삼로,00306,00000,46860,01,3297021,해보면 용산리,0936,0012,46860,37023,1,문장리버빌,9,29,46860-28,79.15,,936-12,46860,6,,,0
0,"13,250",,2006,2016,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,10,5,46860-16,70.7832,,305,46860,7,,,0
1,"17,500",,2012,2016,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,10,7,46860-22,84.9561,,862,46860,7,,,0
2,"14,748",,2014,2016,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,10,10,46860-26,65.0039,,863,46860,4,,,0
3,"8,200",,2002,2016,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,10,11,46860-4,51.95,,855,46860,5,,,
4,"15,000",,2015,2016,해삼로,00306,00000,46860,01,3297021,해보면 용산리,0936,0012,46860,37023,1,문장리버빌,10,12,46860-28,79.15,,936-12,46860,3,,,0
5,"5,350",,1993,2016,해삼로,00302,00000,46860,01,3297021,해보면 용산리,0936,0004,46860,37023,1,영진,10,20,46860-2,59.96,,936-4,46860,10,,,0
0,"14,988",,2014,2016,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,11,4,46860-26,68.3386,,863,46860,4,,,0
1,"10,000",,2002,2016,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,11,5,46860-4,59.64,,855,46860,14,,,
2,"15,000",,2014,2016,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,11,14,46860-26,68.3386,,863,46860,14,,,0
3,"18,000",,2012,2016,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,11,30,46860-22,84.9561,,862,46860,7,,,0
0,"15,335",,2014,2016,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,12,1,46860-26,70.1879,,863,46860,4,,,0
1,"8,300",,2002,2016,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,12,12,46860-4,51.49,,855,46860,8,,,
0,"16,000",,2012,2017,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,1,15,46860-22,84.9561,,862,46860,3,,,0
1,"15,600",,2014,2017,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,1,16,46860-26,65.0039,,863,46860,1,,,0
2,"9,000",,2002,2017,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,1,18,46860-4,51.95,,855,46860,13,,,
3,"8,000",,2002,2017,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,1,19,46860-4,51.95,,855,46860,3,,,
4,"8,500",,2002,2017,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,1,23,46860-4,59.64,,855,46860,13,,,
0,"15,900",,2006,2017,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,2,6,46860-16,83.4114,,305,46860,1,,,0
1,"15,335",,2014,2017,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,2,7,46860-26,70.1879,,863,46860,2,,,0
2,"8,000",,1991,2017,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,2,9,46860-1,84.5,,306,46860,8,,,
3,"16,250",,2006,2017,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,2,10,46860-16,83.4114,,305,46860,4,,,0
4,"6,500",,1991,2017,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,2,24,46860-1,71.54,,306,46860,7,,,
5,"15,400",,2015,2017,해삼로,00306,00000,46860,01,3297021,해보면 용산리,0936,0012,46860,37023,1,문장리버빌,2,2,46860-28,79.15,,936-12,46860,3,,,0
0,"8,000",,2002,2017,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,3,3,46860-4,59.64,,855,46860,13,,,
1,"8,500",,2002,2017,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,3,7,46860-4,51.49,,855,46860,3,,,
2,"8,800",,2002,2017,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,3,15,46860-4,51.95,,855,46860,2,,,
3,"14,988",,2014,2017,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,3,18,46860-26,68.3386,,863,46860,2,,,0
4,"6,500",,1993,2017,해삼로,00302,00000,46860,01,3297021,해보면 용산리,0936,0004,46860,37023,1,영진,3,19,46860-2,59.96,,936-4,46860,8,,,0
0,"15,335",,2014,2017,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,4,3,46860-26,70.1879,,863,46860,3,,,0
1,"7,300",,1991,2017,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,4,5,46860-1,71.54,,306,46860,6,,,
2,"8,900",,2002,2017,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,4,6,46860-4,51.95,,855,46860,7,,,
3,"9,000",,2002,2017,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,4,11,46860-4,51.95,,855,46860,13,,,
4,"14,748",,2014,2017,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,4,13,46860-26,65.0039,,863,46860,4,,,0
5,"8,450",,2002,2017,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,4,14,46860-4,51.49,,855,46860,5,,,
6,"7,000",,2002,2017,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,4,26,46860-4,51.95,,855,46860,1,,,
7,"15,500",,2012,2017,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,4,27,46860-22,84.9561,,862,46860,1,,,0
8,"14,500",,2015,2017,해삼로,00306,00000,46860,01,3297021,해보면 용산리,0936,0012,46860,37023,1,문장리버빌,4,12,46860-28,79.15,,936-12,46860,4,,,0
9,"6,500",,1993,2017,해삼로,00302,00000,46860,01,3297021,해보면 용산리,0936,0004,46860,37023,1,영진,4,22,46860-2,84.3,,936-4,46860,5,,,0
0,"16,600",,2006,2017,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,5,2,46860-16,83.4114,,305,46860,14,,,0
1,"14,748",,2014,2017,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,5,10,46860-26,65.0039,,863,46860,3,,,0
2,"8,500",,2002,2017,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,5,11,46860-4,51.95,,855,46860,1,,,
3,"14,748",,2014,2017,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,5,27,46860-26,65.0039,,863,46860,3,,,0
0,"14,000",,2006,2017,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,6,16,46860-16,70.7832,,305,46860,6,,,0
1,"12,900",,2006,2017,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,6,20,46860-16,70.7832,,305,46860,10,,,0
0,"6,000",,2002,2017,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,7,4,46860-4,51.49,,855,46860,14,,,
1,"14,988",,2014,2017,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,7,13,46860-26,68.3386,,863,46860,7,,,0
2,"8,700",,2002,2017,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,7,25,46860-4,51.95,,855,46860,5,,,
3,"14,988",,2014,2017,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,7,27,46860-26,68.3386,,863,46860,5,,,0
4,"6,000",,1993,2017,해삼로,00302,00000,46860,01,3297021,해보면 용산리,0936,0004,46860,37023,1,영진,7,26,46860-2,59.96,,936-4,46860,5,,,0
0,"17,000",,2006,2017,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,8,2,46860-16,83.4114,,305,46860,12,,,0
1,"9,200",,1991,2017,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,8,3,46860-1,84.5,,306,46860,10,,,
2,"14,748",,2014,2017,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,8,4,46860-26,65.0039,,863,46860,2,,,0
3,"15,450",,2014,2017,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,8,17,46860-26,68.3386,,863,46860,5,,,0
4,"15,335",,2014,2017,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,8,29,46860-26,70.1879,,863,46860,7,,,0
5,"15,900",,2014,2017,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,8,30,46860-26,65.0039,,863,46860,7,,,0
0,"8,800",,2002,2017,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,9,22,46860-4,51.49,,855,46860,2,,,
0,"8,300",,1991,2017,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,10,25,46860-1,71.54,,306,46860,4,,,
1,"7,000",,2002,2017,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,10,30,46860-4,51.49,,855,46860,1,,,
0,"19,300",,2012,2017,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,11,2,46860-22,84.9561,,862,46860,6,,,0
1,"15,200",,2014,2017,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,11,15,46860-26,65.0039,,863,46860,4,,,0
2,"8,000",,1991,2017,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,11,20,46860-1,63.62,,306,46860,8,,,
3,"14,800",,2012,2017,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,11,24,46860-22,84.9561,,862,46860,1,,,0
0,"8,950",,2002,2017,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,12,18,46860-4,51.95,,855,46860,5,,,
1,"7,800",,1991,2017,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,12,22,46860-1,71.54,,306,46860,8,,,
2,"6,000",,1993,2017,해삼로,00302,00000,46860,01,3297021,해보면 용산리,0936,0004,46860,37023,1,영진,12,4,46860-2,84.3,,936-4,46860,3,,,0
3,"15,000",,2015,2017,해삼로,00306,00000,46860,01,3297021,해보면 용산리,0936,0012,46860,37023,1,문장리버빌,12,28,46860-28,79.15,,936-12,46860,5,,,0
0,"14,988",,2014,2018,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,1,16,46860-26,68.3386,,863,46860,3,,,0
1,"8,200",,1991,2018,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,1,17,46860-1,71.54,,306,46860,8,,,
2,"15,335",,2014,2018,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,1,18,46860-26,70.1879,,863,46860,5,,,0
0,"9,300",,2002,2018,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,2,2,46860-4,51.95,,855,46860,11,,,
1,"19,300",,2012,2018,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,2,25,46860-22,84.9561,,862,46860,4,,,0
2,"17,200",,2014,2018,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,2,26,46860-26,68.3386,,863,46860,10,,,0
0,"18,800",,2012,2018,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,3,20,46860-22,84.9561,,862,46860,7,,,0
1,"8,000",,2002,2018,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,3,23,46860-4,51.95,,855,46860,15,,,
2,"9,000",,2002,2018,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,3,27,46860-4,51.49,,855,46860,7,,,
3,"12,000",,2015,2018,해삼로,00306,00000,46860,01,3297021,해보면 용산리,0936,0012,46860,37023,1,문장리버빌,3,13,46860-28,79.15,,936-12,46860,1,,,0
4,"12,000",,2015,2018,해삼로,00306,00000,46860,01,3297021,해보면 용산리,0936,0012,46860,37023,1,문장리버빌,3,13,46860-28,79.15,,936-12,46860,2,,,0
5,"6,000",,1993,2018,해삼로,00302,00000,46860,01,3297021,해보면 용산리,0936,0004,46860,37023,1,영진,3,22,46860-2,59.4,,936-4,46860,2,,,0
0,"12,500",,2002,2018,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,4,5,46860-4,59.64,,855,46860,11,,,
1,"7,000",,1993,2018,해삼로,00302,00000,46860,01,3297021,해보면 용산리,0936,0004,46860,37023,1,영진,4,30,46860-2,84.3,,936-4,46860,5,,,0
0,"8,200",,1991,2018,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,5,1,46860-1,71.54,,306,46860,9,,,
1,"15,000",,2006,2018,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,5,4,46860-16,70.7832,,305,46860,10,,,0
2,"8,500",,2002,2018,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,5,8,46860-4,51.95,,855,46860,3,,,
3,"12,000",,2015,2018,해삼로,00306,00000,46860,01,3297021,해보면 용산리,0936,0012,46860,37023,1,문장리버빌,5,10,46860-28,79.15,,936-12,46860,1,,,0
4,"12,000",,2015,2018,해삼로,00306,00000,46860,01,3297021,해보면 용산리,0936,0012,46860,37023,1,문장리버빌,5,10,46860-28,79.15,,936-12,46860,3,,,0
5,"12,000",,2015,2018,해삼로,00306,00000,46860,01,3297021,해보면 용산리,0936,0012,46860,37023,1,문장리버빌,5,25,46860-28,79.15,,936-12,46860,1,,,0
6,"14,000",,2015,2018,해삼로,00306,00000,46860,01,3297021,해보면 용산리,0936,0012,46860,37023,1,문장리버빌,5,30,46860-28,79.15,,936-12,46860,6,,,0
0,"16,000",,2014,2018,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,6,18,46860-26,65.0039,,863,46860,1,,,0
1,"6,800",,1991,2018,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,6,20,46860-1,63.62,,306,46860,6,,,
